ID;Raison Sociale;Activité;Adresse;Localisation;Coordinates;CODE POSTAL;Secteur géographique;Responsable de l'entreprise;Téléphone entreprise;Téléphone Portable;Mail;Site internet de l'entreprise;Logo
ENT-0132;CASA;Magasin d'ameublement et de décoration;510 Route  du Nord  82000 Montauban;CASA 510 Route  du Nord  82000 Montauban;44.0385748,1.3825752;82000;MONTAUBAN;;05 63 03 01 92;;montauban@casashops.fr;https://localisateur.cylex-loc/ale.fr/montauban/magasin-de-meubles/CASA;https://www.century21-horeca.com/wp-content/uploads/elementor/thumbs/Logo-Casa-Enseige-r8k18fow2iad0e3kmfg3woiw1fixv4f47h7rm08hpc.jpg
ENT-0133;BUT;Magasin d'ameublement et de décoration;594 chemin De La Chaumière 82100 Castelsarrasin;BUT 594 chemin De La Chaumière 82100 Castelsarrasin;44.0600661,1.0996756;82100;CASTELSARRASIN;;05 63 32 78 30;;francois-xavier.sineau@but.fr;https://www.but.fr/magasins/313/But-Castelsarrasin.html?utm_campaign=pages-magasins&utm_medium=organic&utm_source=google;https://drive.google.com/file/d/1WK1E6d4GA0u0kEya2Qg5cMeKQw6u0g0C/view?usp=sharing
ENT-0134;Emy'sphere;Magasin d'ameublement et de décoration;6 bis Rue Pierre de Fermat 82500 beaumont-de-Lomagne;Emy'sphere 6 bis Rue Pierre de Fermat 82500 beaumont-de-Lomagne;43.8831944,0.9877244000000001;82500;BEAUMONT DE LOMAGNE;;05 63 02 71 89;;emysphere82@gmail.com;https://www.emy-sphere.fr/;https://static.wixstatic.com/media/d05957_2025e5b54aa546088b90b8fe9c3d96b9~mv2.png/v1/fill/w_260,h_260,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/EMY'SPHERE%20SEUL.png
ENT-0135;Centrakor ;Magasin d'ameublement et de décoration;609 Route du Nord 82000 Montauban;Centrakor  609 Route du Nord 82000 Montauban;44.04118039999999,1.3823599;82000;MONTAUBAN;;05 63 63 01 24;;;https://www.centrakor.com/magasin-centrakor/mpg26/centrakor---zoe-confetti-montauban-82000.html?utm_source=gmb;https://www.zoeconfetti.fr/media/centrakor/img02.jpg
ENT-0136;Magasin de meubles H&H ;Magasin d'ameublement et de décoration;646 Avenue Jean Moulin 82000 Montauban;Magasin de meubles H&H  646 Avenue Jean Moulin 82000 Montauban;44.0279917,1.369118;82000;MONTAUBAN;;05 63 03 47 25;;;https://www.hemisphere-sud.com/magasin/montauban/;https://drive.google.com/file/d/10I1LwHKh7Bydwt0hCbYGxG7kt3cPnnnC/view?usp=share_link
ENT-0137;Marché aux affaires Moissac;Magasin d'ameublement et de décoration;715 Route de la Mégère 82200 Moissac;Marché aux affaires Moissac 715 Route de la Mégère 82200 Moissac;44.1187252,1.1188091;82200;MOISSAC;M. VASSEUR;09 62 52 27 59;07 67 85 38 50;maa.moissac@gmail.com;https://marche-aux-affaires-moissac.business.site/;https://drive.google.com/file/d/10SHCwbkQr4Qgx4N1dYNBwMDtRFW0j9Jq/view?usp=sharing
ENT-0138;Bois et Déco;Magasin d'ameublement et de décoration;82000 Montauban;Bois et Déco 82000 Montauban;44.0310432,1.3469247;82000;MONTAUBAN;;07 60 08 04 02;;contact@boisetdeco82.fr;https://www.boisetdeco82.fr/;https://lh3.googleusercontent.com/p/AF1QipNsy_grdGjb8jkRISP6I5I1x9NZL-bwh4kZ-lrb=s1280-p-no-v1
ENT-0139;Arc en ciel;Magasin d'ameublement et de décoration;9 Boulevard de Thibaud 31100 Toulouse;Arc en ciel 9 Boulevard de Thibaud 31100 Toulouse;43.55318279999999,1.4047872;31100;TOULOUSE;;05 62 85 76 67;;;https://www.arcenciel-maison-jardin.com/;https://www.arcenciel-maison-jardin.com/Files/110641/Img/09/logo.png
ENT-0141;Meubles déco HUGON;Magasin d'ameublement et de décoration;Allée de l'Emperreur 82000 Montauban;Meubles déco HUGON Allée de l'Emperreur 82000 Montauban;44.0168072,1.3567299;82000;MONTAUBAN;;05 63 66 92 00;;hugondeco1@orange.fr;https://commerces.montauban.com/tout-lannuaire-en-un-seul-clic/hugon-decoration-2555;https://media.achat-ville.com/uploads/tarnetgaronne/Vitrine/8e/com_logo_54_1607176770.jpg
ENT-0142;Centrakor Castelsarrasin;Magasin d'ameublement et de décoration;ZAC BARRAOUET Sud 82100 Castelsarrasin;Centrakor Castelsarrasin ZAC BARRAOUET Sud 82100 Castelsarrasin;44.039889,1.107132;82100;CASTELSARRASIN;M.BEGUIN Ciryl;05 63 05 07 90;06 87 60 94 84;prayssac@centrakor.fr;https://www.centrakor.com/magasin-centrakor/ctkcastels/centrakor-castelsarrasin-82100.html;http://magasins.spar.fr/image/mobilosoft-testing?apiPath=rehab/spar/images/location/Logo%20Site%20web%20re%CC%81el&imageSize=h_500
ENT-0143;EXCEDENT Electroménager Montauban;Magasin d'électroménager, électronique, informatique;  1000 Route du N, 82000 Montauban;EXCEDENT Electroménager Montauban   1000 Route du N, 82000 Montauban;44.04296249999999,1.3886079;82000;MONTAUBAN;;05 62 48 10 00;09 72 562 572;contact@excedent.fr;https://www.excedent-electromenager.fr/;https://drive.google.com/file/d/1q49FqxHKENvnzHlz8FXBImPcNqL9YmRG/view?usp=sharing
ENT-0144;Copra;Magasin d'électroménager, électronique, informatique;1080 Rue du Pasteur Louis Lafon, 82000 Montauba;Copra 1080 Rue du Pasteur Louis Lafon, 82000 Montauba;44.0005523,1.349524;82000;MONTAUBAN;M SEMILLE;05 63 21 87 00;;rjpcopramontauban@gmail.com;https://www.copra.fr/geo/;https://drive.google.com/file/d/1TgDdhrd0_1ub-mR7YT3QDWuMy0pFHn-v/view?usp=sharing
ENT-0145;E. Leclerc espace culturel;Magasin d'électroménager, électronique, informatique;1400 Route de Moissac, 82100 Castelsarrasin;E. Leclerc espace culturel 1400 Route de Moissac, 82100 Castelsarrasin;44.0642746,1.0974081;82100;CASTELSARRASIN; M. Alexis Morel;05 63 32 78 00;;serviceclient@culture.leclerc.;https://www.e.leclerc/mag/e-leclerc-castelsarrasin;https://www.priocall.com/wp-content/uploads/2019/02/e-leclerc-logo.jpg
ENT-0146;ETS Maronese;Magasin d'électroménager, électronique, informatique;44 rue du faubourg Sainte-Blanche 82200 Moissac;ETS Maronese 44 rue du faubourg Sainte-Blanche 82200 Moissac;44.1060165,1.0939632;82200;MOISSAC;;09 83 57 28 77;;;https://fr-fr.facebook.com/maronese/;https://drive.google.com/file/d/14q6ni5m-jwz9HSvyz_bF7YcjJabqemkH/view?usp=sharing
ENT-0147;Boulanger Montauban;Magasin d'électroménager, électronique, informatique;50 Rue Romy Schneider 82000;Boulanger Montauban 50 Rue Romy Schneider 82000;44.0389546,1.3842939;82000;MONTAUBAN;;05 31 78 01 40;;;https://www.boulanger.com/magasins/occitanie/tarn-et-garonne/montauban/route-du-nord-50-rue-romy-schneider;https://drive.google.com/file/d/19s2h8fy63tmasXxhic2IaB8ERI0fbSLJ/view?usp=share_link
ENT-0148;BUT Castelsarrasin;Magasin d'électroménager, électronique, informatique;594, Chemin de la Chaumière Castelsarrasin 82100;BUT Castelsarrasin 594, Chemin de la Chaumière Castelsarrasin 82100;44.0600661,1.0996756;82100;CASTELSARRASIN;SINEAU;05 63 32 78 30;06 52 52 25 06;;https://www.but.fr/magasins/313/But-Castelsarrasin.html?utm_campaign=pages-magasins&utm_medium=organic&utm_source=google;https://drive.google.com/file/d/1WK1E6d4GA0u0kEya2Qg5cMeKQw6u0g0C/view?usp=sharing
ENT-0149;DARTY - SARL DAROSTRA;Magasin d'électroménager, électronique, informatique;705 Route de la mégère 82200 Moissac ;DARTY - SARL DAROSTRA 705 Route de la mégère 82200 Moissac ;44.1186923,1.1187457;82200;MOISSAC;ROSSIGNOL;05 63 32 00 79;;;https://www.societe.com/societe/darostra-821057528.html;https://drive.google.com/file/d/1g_89mXg__-X6eUA37_z_AO0Lz0tu28up/view?usp=share_link
ENT-0150;PULSAT Montauban;Magasin d'électroménager, électronique, informatique;765 Av. de Paris ZI Nord, 82000 Montauban;PULSAT Montauban 765 Av. de Paris ZI Nord, 82000 Montauban;44.0361397,1.3777986;82000;MONTAUBAN;BOSCARI;05 63 91 84 84;07 82 15 43 22;pulsatmontauban@wanadoo.fr;https://magasins.pulsat.fr/88-pulsat-montauban?utm_source=gmb;https://www.pagesjaunes.fr/media/agc/f8/02/73/00/00/3a/28/a6/7a/7e/6066f8027300003a28a67a7e/6066f8027300003a28a67a7f.jpg
ENT-0151;Cash Converters;Magasin d'électroménager, électronique, informatique;785 Avenu Jean Moulin C.C. Auchan, 82000 Montauba;Cash Converters 785 Avenu Jean Moulin C.C. Auchan, 82000 Montauba;44.0314128,1.3687488;82000;MONTAUBAN;Mme AMORE;05 63 66 54 19;;;https://soon.cashconverters.fr/;https://drive.google.com/file/d/124e3aqa7bogJozxW3iX8mSC5uOrlwnBx/view?usp=share_link
ENT-0152;PRO & CIE;Magasin d'électroménager, électronique, informatique;8 Rue de l'Église, 82500 Beaumont-de-Lomagne;PRO & CIE 8 Rue de l'Église, 82500 Beaumont-de-Lomagne;43.8835437,0.9882778;82500;BEAUMONT DE LOMAGNE;;05 63 02 35 01;;pascal.meillon@orange.fr;http://www.procie-beaumont-de-lomagne.com/;https://drive.google.com/file/d/1IE4Jkd1XxYWslk5UH-PWxdZAxH9R2CNb/view?usp=share_link
ENT-0153;Cash 31;Magasin d'électroménager, électronique, informatique;880 Avenue. Henry Dunant, 82000 Montauban;Cash 31 880 Avenue. Henry Dunant, 82000 Montauban;44.0012169,1.3540044;82000;MONTAUBAN;;05 63 63 50 57;;;https://www.cash31.fr/;https://drive.google.com/file/d/1kaJovbJ7xdS5rNF1mdyxk9TH2uFMJfI9/view?usp=share_link
ENT-0154;Cash 82;Magasin d'électroménager, électronique, informatique;9 Rue Ernest Mercadier, 82000 Montauban;Cash 82 9 Rue Ernest Mercadier, 82000 Montauban;44.0370229,1.3686186;82000;MONTAUBAN;;05 63 66 54 19;;;;https://drive.google.com/file/d/1kaJovbJ7xdS5rNF1mdyxk9TH2uFMJfI9/view?usp=share_link
ENT-0155;Darty Montauban ;Magasin d'électroménager, électronique, informatique;Parc Commercial d'Aussonne, 915 Rte du N, 82000 Montauban;Darty Montauban  Parc Commercial d'Aussonne, 915 Rte du N, 82000 Montauban;44.042496,1.38668;82000;MONTAUBAN;; 0 892 01 10 10;;;https://magasin.darty.com/112-darty-montauban?utm_source=gmb;https://drive.google.com/file/d/1g_89mXg__-X6eUA37_z_AO0Lz0tu28up/view?usp=share_link
ENT-0156;Sport 2000 Moissac;Magasin de sport; 715 Route de la Mégère 82200 Moissac;Sport 2000 Moissac  715 Route de la Mégère 82200 Moissac;44.1187252,1.1188091;82200;MOISSAC;;05 63 32 09 34;;asportadatta@orange.fr;https://www.sport2000.fr/magasins/fiche/820612-sport-2000-moissac;https://drive.google.com/file/d/1LcDdZFUQDS7KAdzdRFUzJiIa1p3jS09L/view?usp=sharing
ENT-0157;ROYAL-SPORT;Magasin de sport;1200 Avenue  de Cos 82000 Montauban;ROYAL-SPORT 1200 Avenue  de Cos 82000 Montauban;44.03758759999999,1.3656884;82000;MONTAUBAN;;05 63 03 85 53;;;https://www.royal-sport.fr/fr/;https://drive.google.com/file/d/1qwBhYknlnVPF_26Y-gjR79Zd7t8f6iSE/view?usp=share_link
ENT-0158;Tennispro Montauban;Magasin de sport;1935 Avenue de Fonneuve 82000 Montauban;Tennispro Montauban 1935 Avenue de Fonneuve 82000 Montauban;44.0376983,1.3719825;82000;MONTAUBAN;;05 63 21 90 79;;;https://www.tennispro.fr/store?name=Montauban&id=19;https://drive.google.com/file/d/1KPswCgrlz4Xfj7Ar6148xettb083RBaB/view?usp=sharing
ENT-0159;Ô Rugby;Magasin de sport;2000 Chemin. de Matras 82000 Montauban;Ô Rugby 2000 Chemin. de Matras 82000 Montauban;44.0361397,1.3777986;82000;MONTAUBAN;M. Segura;05 63 20 53 06;;montauban@orugby.fr;https://www.o-rugby.com/;https://www.o-rugby.com/img/o-rugby-boutique-logo-1641460651.jpg
ENT-0160;Rrunning Montauban;Magasin de sport;2050 avenue Fonneuve Espace Commercial Matras 82000 Montauban;Rrunning Montauban 2050 avenue Fonneuve Espace Commercial Matras 82000 Montauban;44.0378203,1.373641;82000;MONTAUBAN;;05 63 66 61 44;;franchise@rrunning.com;https://www.rrunning.com/magasin-rrun-running-montauban/;https://tse2.mm.bing.net/th/id/OIP.SYLkJvOUwVqEN2GXvXub0AAAAA?r=0&rs=1&pid=ImgDetMain&o=7&rm=3
ENT-0161;Quercy Pêche Moissac;Magasin de sport;4 Boulevard Delthil 82200 Moissac;Quercy Pêche Moissac 4 Boulevard Delthil 82200 Moissac;44.1025565,1.0869246;82200;MOISSAC;;05 63 32 64 25;;;https://www.cylex-locale.fr/entreprises/quercy-peche-moissac-14211667.html;https://drive.google.com/file/d/1jGpcQ38Ff0AZ6FwB7pkV3MW0TlnYQOF-/view?usp=share_link
ENT-0162;Intersport MONTAUBAN Aussonne;Magasin de sport;609 Route du National  82000 Montauban;Intersport MONTAUBAN Aussonne 609 Route du National  82000 Montauban;44.0310432,1.3469247;82000;MONTAUBAN;;"05 32 64 01 10
";;;https://www.intersport.fr/Tarn-et-Garonne-82/Montauban-82000/INTERSPORT-MONTAUBANAUSSONNE/04561_000/;https://drive.google.com/file/d/1IRiXyYMiLNxvDBF_3FGnnK_OkTrnlWGT/view?usp=share_link
ENT-0163;Cycles Feutrier Castelsarrasin;Magasin de sport;736 Chemin de la Chaumiere  82100 Castelsarrasin;Cycles Feutrier Castelsarrasin 736 Chemin de la Chaumiere  82100 Castelsarrasin;44.0625772,1.0999875;82100;CASTELSARRASIN;Mme FEUTRIER Aurélie ;05.63.32.07.42;;castelsarrasin@feutrier.fr;https://www.cycles-feutrier.fr/nos-magasins.php#row_SECTION_RG4GI1EWB2;http://static.apidae-tourisme.com/filestore/objets-touristiques/images/75/133/9930059.png
ENT-0164;Sport 2000 MONTAUBAN;Magasin de sport;745 Avenue de Paris 82000 MONTAUBAN;Sport 2000 MONTAUBAN 745 Avenue de Paris 82000 MONTAUBAN;44.0359689,1.3766942;82000;MONTAUBAN;;;;contact@sport2000-montauban.fr;https://www.sport2000.fr/magasins/fiche/820614-sport-2000-montauban;https://th.bing.com/th/id/OIP.7pKcAPQcUMBkdqgapWonXQHaHa?r=0&o=7rm=3&rs=1&pid=ImgDetMain&o=7&rm=3
ENT-0165;Intersport MONTAUBAN;Magasin de sport;80 Avenue du Luxembourg 82000 Montauban;Intersport MONTAUBAN 80 Avenue du Luxembourg 82000 Montauban;43.9883049,1.3318311;82000;MONTAUBAN;;05 63 91 84 40;;;https://www.intersport.fr/?gclid=Cj0KCQjwsrWZBhC4ARIsAGGUJurBj_zd8P0GV0da7okMdAB8xRz-9ZoDtuwErfr9aHFBjnElytvptW8aAjFIEALw_w;https://drive.google.com/file/d/1IRiXyYMiLNxvDBF_3FGnnK_OkTrnlWGT/view?usp=share_link
ENT-0166;Décathlon MONTAUBAN ;Magasin de sport;Avenue d' Irlande 82000 Montauban;Décathlon MONTAUBAN  Avenue d' Irlande 82000 Montauban;43.9865213,1.3338039;82000;MONTAUBAN;;05 63 91 84 00;;;https://www.decathlon.fr/store-view/magasin-de-sports-montauban-0070012700127;https://logos-world.net/wp-content/uploads/2020/01/Decathlon-Logo.png
ENT-0167;Intersport CASTELSARRASIN;Magasin de sport;Zone Industrielle de l'Artel Route National 113 82100 Castelsarrasin ;Intersport CASTELSARRASIN Zone Industrielle de l'Artel Route National 113 82100 Castelsarrasin ;44.0783382,1.0918911;82100;CASTELSARRASIN;M. DELPORTE Sébastien ;05 63 95 14 75;;castelsarrasin@reseau-intersport.fr;https://www.intersport.fr/Tarn-et-Garonne-82/CASTELSARRASIN-82100/INTERSPORT-CASTELSARRASIN/00225_000/;https://www.emploivelo.com/wp-content/uploads/2022/09/intersport-castelsarrasin-2048x1318.jpg
ENT-0168;CCL;Matériaux de construction;1051 Avenue de Cos 82000 Montauban;CCL 1051 Avenue de Cos 82000 Montauban;44.03652659999999,1.3636943;82000;MONTAUBAN;;05 67 05 10 10;;;https://ccl.fr/agence/montauban-electricit%C3%A9;https://tse1.mm.bing.net/th?id=OIP.oCavx5RuuDERmdnB6cffKgHaE1&pid=Api&P=0
ENT-0169;Cemex Béton Sud Ouest;Matériaux de construction;1749 avenue Italie 82000 Montauban;Cemex Béton Sud Ouest 1749 avenue Italie 82000 Montauban;43.9729676,1.3207334;82000;MONTAUBAN;;05 63 20 63 91;;;http://www.cemex.com/;https://www.pagesjaunes.fr/media/agc/crop/100x100/08/45/7d/00/00/69/19/14/ee/80/62c708457d0000691914ee80/62c708457d0000691914ee81.png?v=2
ENT-0170;RURAL MASTER;Matériaux de construction;1950 avenue Europe 82000 Montauban;RURAL MASTER 1950 avenue Europe 82000 Montauban;43.9822089,1.3296492;82000;MONTAUBAN;; 05 63 22 50 30;;;https://www.ruralmaster.fr/montauban/magasins;https://www.pagesjaunes.fr/media/agc/crop/200x200/19/34/67/00/00/42/c2/15/8f/9d/62b3193467000042c2158f9d/62b3193467000042c2158f9f.jpg?v=2
ENT-0171;Chausson Matériaux ;Matériaux de construction;6 Chem. de Notre Dame d'Alem, 82100 Castelsarrasin;Chausson Matériaux  6 Chem. de Notre Dame d'Alem, 82100 Castelsarrasin;44.0578683,1.0970149;82100;CASTELSARRASIN;;05 63 32 32 00;;;;https://static.neopse.com/medias/p/1457/site/5f/d4/82/5fd4828b26bfc99b94283ce84a1e8dec8b4c76b1.PNG?v=v11
ENT-0172;Point P;Matériaux de construction;2 Avenue Pierre Latécoère 82100 Castelsarrasin;Point P 2 Avenue Pierre Latécoère 82100 Castelsarrasin;44.0578683,1.0970149;82100;CASTELSARRASIN;;05 63 32 32 09;;CASTELSARRASIN@POINTP.FR ;https://www.pointp.fr/infos-agence/castelsarrasin-point-p-3328;https://media.cylex-locale.fr/companies/1033/7461/logo/logo.jpg
ENT-0173;M + Matériaux ;Matériaux de construction;22 Rue des usines 31150 fenouillet ;M + Matériaux  22 Rue des usines 31150 fenouillet ;43.6850075,1.4034999;31150;FENOUILLET;;;;;https://www.mplus-materiaux.fr/;https://drive.google.com/file/d/10tdNgHUpmW3QtU1dMutly0ke47yh6C2w/view?usp=share_link
ENT-0174;PUM;Matériaux de construction;249 impasse Tamaris 82000 Montauban;PUM 249 impasse Tamaris 82000 Montauban;44.0473899,1.3913229;82000;MONTAUBAN;;05 63 63 11 01;;;https://www.mypum.fr/agence/MTBN;https://www.pagesjaunes.fr/media/agc/crop/100x100/85/a8/77/00/00/d1/00/ad/14/94/62cd85a8770000d100ad1494/62cd85a8770000d100ad1495.jpg?v=2
ENT-0175;Frans Bonhomme;Matériaux de construction;251 rue Copenhague 82000 Montauban;Frans Bonhomme 251 rue Copenhague 82000 Montauban;43.981666,1.32896;82000;MONTAUBAN;;05 63 02 15 00;;;https://www.fransbonhomme.fr/store-finder/82000-montauban-244;https://www.pagesjaunes.fr/media/agc/crop/100x100/fa/45/91/00/00/7b/a6/87/8b/a7/62c6fa459100007ba6878ba7/62c6fa459100007ba6878ba8.jpg?v=2
ENT-0176;Chausson;Matériaux de construction;430 Avenue de Paris 82000 Montauban ;Chausson 430 Avenue de Paris 82000 Montauban ;44.032968,1.3758272;82000;MONTAUBAN;;05 63 03 24 95;;;https://www.chausson.fr/agences/33?utm_source=fiche&utm_medium=GMB;https://static.neopse.com/medias/p/1457/site/5f/d4/82/5fd4828b26bfc99b94283ce84a1e8dec8b4c76b1.PNG?v=v1
ENT-0177;LARIVIERE;Matériaux de construction;459 avenue Grande Bretagne 82000 Montauban;LARIVIERE 459 avenue Grande Bretagne 82000 Montauban;43.98583259999999,1.3291107;82000;MONTAUBAN;;05 63 02 45 50;;;https://magasin.vertbaudet.fr/54-vertbaudet-montauban?utm_source=gmb;https://tse2.mm.bing.net/th?id=OIP.OFV3SHGokEHzzAfGvh-D5QHaDD&pid=Api&P=0
ENT-0178;Frans Bonhomme;Matériaux de construction;530 chemins Grezel 82440 REALVILLE;Frans Bonhomme 530 chemins Grezel 82440 REALVILLE;44.141259,1.515302;82440;MONTAUBAN;;05 63 03 87 52;;;"https://www.fransbonhomme
.fr/store-finder/82440-realville
-448";https://www.pagesjaunes.fr/media/agc/crop/100x100/fa/60/b2/00/00/96/37/99/ee/80/62c6fa60b20000963799ee80/62c6fa60b20000963799ee81.jpg?v=2
ENT-0179;Point P;Matériaux de construction;540 Avenue de Paris 82000 Montauban;Point P 540 Avenue de Paris 82000 Montauban;44.0337365,1.376845;82100;MONTAUBAN;Mme. Sophie Legrand ;05 63 22 16 16;;;"
www.pointp.fr ";https://media.cylex-locale.fr/companies/1033/7461/logo/logo.jpg
ENT-0180;Chausson Matériaux;Matériaux de construction;70 route Montauban 82370 Labastide Saint Pierre;Chausson Matériaux 70 route Montauban 82370 Labastide Saint Pierre;43.9295172,1.3619576;82370;LABASTIDE ST PIERRE;;05 63 30 51 57;;;http://www.chausson-materiaux.fr/;https://www.pagesjaunes.fr/media/agc/crop/100x100/30/24/77/00/00/d1/00/ab/89/ee/62bc3024770000d100ab89ee/62bc3025770000d100ab89ef.jpg?v=2
ENT-0181;BigMat Camozzi Matériaux;Matériaux de construction;711 avenue Nègrepelisse 82000 Montauban;BigMat Camozzi Matériaux 711 avenue Nègrepelisse 82000 Montauban;44.03280609999999,1.3800116;82000;MONTAUBAN;;05 63 91 60 60;;;https://magasins.bigmat.fr/occitanie/tarn-et-garonne/montauban/bigmat-montauban-camozzi-176;https://yt3.googleusercontent.com/H3s_GaER4__QsUIqjkb_8Ts5GFN20R7KsCjZYBLRkR5UV5TFqwnRfJ9erov67pQLMy_zPIay=s900-c-k-c0x00ffffff-no-rj
ENT-0182;Eco-Logic Materiaux;Matériaux de construction;75 impasse Monaco 82000 Montauban;Eco-Logic Materiaux 75 impasse Monaco 82000 Montauban;43.9914216,1.3349097;82000;MONTAUBAN;;05 63 67 38 16;;;https://www.ecologic-materiaux.com/?srsltid=AfmBOoopx2cb7JFWLcazHaWihWgdSW9Bl2-J0JSbSP_BIWLenwPvMiWw;https://www.studio509.fr/sites/default/files/styles/large/public/pictures/projects/ecologic-materiaux-logo-studio509.jpg?itok=Gfs6AXon
ENT-0183;Briqueterie Marengo Frères;Matériaux de construction;752 route Albefeuille Lagarde 82000 Montauban;Briqueterie Marengo Frères 752 route Albefeuille Lagarde 82000 Montauban;44.0229882,1.3188251;82000;MONTAUBAN;;05 63 66 46 47;;;http://www.marengo-materiaux-montauban.fr/;https://www.pagesjaunes.fr/media/newdam/preset-export-large/d3/26/6b/00/00/2d/02/29/cb/4d/61f3d3266b00002d0229cb4d/61f3d3266b00002d0229cb4e.gif
ENT-0184;Brico leclerc ;Matériaux de construction;771 Rue de la 1ère Armée 82000 Montauban;Brico leclerc  771 Rue de la 1ère Armée 82000 Montauban;44.0030315,1.3538188;82000;MONTAUBAN;;05 63 63 11 13;;;"
http://www.e-leclerc.com/sapiac/magasins-specialises/brico/info-brico ";https://media.cylex-locale.fr/companies/1299/2438/logo/logo.jpg
ENT-0185;Chausson Matériaux;Matériaux de construction;824 avenue Auch 82700 Montech;Chausson Matériaux 824 avenue Auch 82700 Montech;43.9556427,1.2175114;82700;MONTECH;;05 63 02 81 09;;;http://www.chausson-materiaux.fr/;https://media.cylex-locale.fr/companies/1147/3431/logo/logo35116941.jpg
ENT-0186;M+ Matériaux;Matériaux de construction;avenue Europe 82000 Montauban;M+ Matériaux avenue Europe 82000 Montauban;43.986894,1.3305936;82000;MONTAUBAN;;05 63 63 00 69;;;http://www.mplus-materiaux.fr/;https://drive.google.com/file/d/10tdNgHUpmW3QtU1dMutly0ke47yh6C2w/view?usp=share_link
ENT-0187;Celestin Materiaux;Matériaux de construction;avenue Paris 82000 MONTAUBAN;Celestin Materiaux avenue Paris 82000 MONTAUBAN;44.0332817,1.375218;82000;MONTAUBAN;;05 63 21 86 95;;;https://www.celestin-materiaux.fr/;https://www.celestin-materiaux.fr/wp-content/uploads/2018/03/Celestin-Pantone.png
ENT-0188;Weldom;Matériaux de construction;Route de la Mégère Zone De Luc Secteur Est 82200 Moissac;Weldom Route de la Mégère Zone De Luc Secteur Est 82200 Moissac;44.1218985,1.1394728;82200;MOISSAC;;05 63 29 64 10;;moissac@weldom.fr;https://www.weldom.fr/magasin/81;https://upload.wikimedia.org/wikipedia/commons/4/4b/Logo_weldom.png?utm_source=fr.wikipedia.org&utm_campaign=index&utm_content=original
ENT-0189;Chausson Matériaux;Matériaux de construction;Rue de Bordevieille 82500 Beaumont-de-Lomagne;Chausson Matériaux Rue de Bordevieille 82500 Beaumont-de-Lomagne;43.8902322,1.0065526;82500;BEAUMONT DE LOMAGNE;;05 63 65 22 45;;;https://www.chausson.fr/agences/477?utm_source=fiche&utm_medium=GMB;https://www.creditmutuel-equity.eu/partage/fr/CSD-CM/CM-EQUITY/assets/articles/entity/chausson-materiaux/logo.png
ENT-0190;Brico Pro;Matériaux de construction;Zone Indistruelle  DU BARRAOUET  82100 Castelsarrasin;Brico Pro Zone Indistruelle  DU BARRAOUET  82100 Castelsarrasin;44.039889,1.107132;82100;CASTELSARRASIN;;05 63 32 72 72;;;https://www.bricopro.fr/carte-magasins/bricopro-castelsarrasin;https://www.pagesjaunes.fr/media/agc/a8/14/2b/00/00/36/00/26/9d/10/69f8a8142b00003600269d10/69f8a8142b0000aa1c269d11.jpg
ENT-0191;Jennyfer;Prêt-à-porter, vêtements et chaussures;1000 Route du Nord, Cellule N° 3, 82000 Montauban;Jennyfer 1000 Route du Nord, Cellule N° 3, 82000 Montauban;44.04296249999999,1.3886079;82000;MONTAUBAN;;05 63 63 41 97;;;https://www.jennyfer.com/;https://publisher-media.bonial.biz/publisher-logos/12f0f918-c02e-496b-8b36-811717fddd94.png
ENT-0192;Annie Paule Boutique;Prêt-à-porter, vêtements et chaussures;13 Place des Récollets 82200 Moissac;Annie Paule Boutique 13 Place des Récollets 82200 Moissac;44.1035781,1.084903;82200;MOISSAC;;563040443;;info.anniepaule@yahoo.fr;https://www.anniepaule.fr/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRU6MxXTwXk-Yok5kzv0UbrmFfxo4c1nlq4HPEziW1eLg&s
ENT-0193;Le Dressing ;Prêt-à-porter, vêtements et chaussures;13 Rue Malaveille 82200 Moissac;Le Dressing  13 Rue Malaveille 82200 Moissac;44.1042948,1.0856705;82200;MOISSAC;Mm.CLARMONT;05 63 04 16 97;;ledressing82@orange.fr;https://www.moissac.fr/commerces/le-dressing/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYDo7ttrqIyQOafbaReiP1DAOK6JXhhP4wVBsY2_TFw7oqzcfWJu6OMrM&s=10
ENT-0194;Mille Et Une Nuit ;Prêt-à-porter, vêtements et chaussures;17 Rue de la République 82200 Moissac;Mille Et Une Nuit  17 Rue de la République 82200 Moissac;44.1040972,1.0849779;82200;MOISSAC;Mm.BEA;05 63 04 26 20;06 86 11 35 44;1001-nuits82@wanadoo.fr;https://milletunenuits.com/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRhEFe9rAnfDF0ZZSfdD_OyE0_Lr_TPssU7J30AUhtXrQ&s
ENT-0195;Chic à La Mode ;Prêt-à-porter, vêtements et chaussures;23 boulevard Léon Cladel 82200 Moissac;Chic à La Mode  23 boulevard Léon Cladel 82200 Moissac;44.1066171,1.0854646;82200;MOISSAC;;07  81 60 51 32;;;https://firmania.fr/moissac/chic-a-la-mode-1495316;https://www.placeducentre.com/app/uploads/sites/12/2018/04/La-mode-Chic.png
