ID;Raison Sociale;Activité;Adresse;Localisation;Coordinates;CODE POSTAL;Secteur géographique;Responsable de l'entreprise;Téléphone entreprise;Téléphone Portable;Mail;Site internet de l'entreprise;Logo
ENT-0145;E. Leclerc espace culturel;Magasin d'électroménager, électronique, informatique;1400 Route de Moissac, 82100 Castelsarrasin;"=CONCATENATE(A146,"" "",C146)";44.0642746,1.0974081;82100;CASTELSARRASIN; M. Alexis Morel;05 63 32 78 00;;serviceclient@culture.leclerc.;https://www.e.leclerc/mag/e-leclerc-castelsarrasin;https://www.priocall.com/wp-content/uploads/2019/02/e-leclerc-logo.jpg
ENT-0146;ETS Maronese;Magasin d'électroménager, électronique, informatique;44 rue du faubourg Sainte-Blanche 82200 Moissac;"=CONCATENATE(A147,"" "",C147)";44.1060165,1.0939632;82200;MOISSAC;;09 83 57 28 77;;;https://fr-fr.facebook.com/maronese/;https://drive.google.com/file/d/14q6ni5m-jwz9HSvyz_bF7YcjJabqemkH/view?usp=sharing
ENT-0147;Boulanger Montauban;Magasin d'électroménager, électronique, informatique;50 Rue Romy Schneider 82000;"=CONCATENATE(A148,"" "",C148)";44.0389546,1.3842939;82000;MONTAUBAN;;05 31 78 01 40;;;https://www.boulanger.com/magasins/occitanie/tarn-et-garonne/montauban/route-du-nord-50-rue-romy-schneider;https://drive.google.com/file/d/19s2h8fy63tmasXxhic2IaB8ERI0fbSLJ/view?usp=share_link
ENT-0148;BUT Castelsarrasin;Magasin d'électroménager, électronique, informatique;594, Chemin de la Chaumière Castelsarrasin 82100;"=CONCATENATE(A149,"" "",C149)";44.0600661,1.0996756;82100;CASTELSARRASIN;SINEAU;05 63 32 78 30;06 52 52 25 06;;francois-xavier.sineau@but.fr;https://drive.google.com/file/d/1WK1E6d4GA0u0kEya2Qg5cMeKQw6u0g0C/view?usp=sharing
ENT-0149;DARTY - SARL DAROSTRA;Magasin d'électroménager, électronique, informatique;705 Route de la mégère 82200 Moissac ;"=CONCATENATE(A150,"" "",C150)";44.1186923,1.1187457;82200;MOISSAC;ROSSIGNOL;05 63 32 00 79;;;https://www.societe.com/societe/darostra-821057528.html;https://drive.google.com/file/d/1g_89mXg__-X6eUA37_z_AO0Lz0tu28up/view?usp=share_link
ENT-0150;PULSAT Montauban;Magasin d'électroménager, électronique, informatique;765 Av. de Paris ZI Nord, 82000 Montauban;"=CONCATENATE(A151,"" "",C151)";44.0361397,1.3777986;82000;MONTAUBAN;BOSCARI;05 63 91 84 84;07 82 15 43 22;pulsatmontauban@wanadoo.fr;https://magasins.pulsat.fr/88-pulsat-montauban?utm_source=gmb;https://www.pagesjaunes.fr/media/agc/f8/02/73/00/00/3a/28/a6/7a/7e/6066f8027300003a28a67a7e/6066f8027300003a28a67a7f.jpg
ENT-0151;Cash Converters;Magasin d'électroménager, électronique, informatique;785 Avenu Jean Moulin C.C. Auchan, 82000 Montauba;"=CONCATENATE(A152,"" "",C152)";44.0314128,1.3687488;82000;MONTAUBAN;Mme AMORE;05 63 66 54 19;;;https://soon.cashconverters.fr/;https://drive.google.com/file/d/124e3aqa7bogJozxW3iX8mSC5uOrlwnBx/view?usp=share_link
ENT-0152;PRO & CIE;Magasin d'électroménager, électronique, informatique;8 Rue de l'Église, 82500 Beaumont-de-Lomagne;"=CONCATENATE(A153,"" "",C153)";43.8835437,0.9882778;82500;BEAUMONT DE LOMAGNE;;05 63 02 35 01;;pascal.meillon@orange.fr;http://www.procie-beaumont-de-lomagne.com/;https://drive.google.com/file/d/1IE4Jkd1XxYWslk5UH-PWxdZAxH9R2CNb/view?usp=share_link
ENT-0153;Cash 31;Magasin d'électroménager, électronique, informatique;880 Avenue. Henry Dunant, 82000 Montauban;"=CONCATENATE(A154,"" "",C154)";44.0012169,1.3540044;82000;MONTAUBAN;;05 63 63 50 57;;;https://www.cash31.fr/;https://drive.google.com/file/d/1kaJovbJ7xdS5rNF1mdyxk9TH2uFMJfI9/view?usp=share_link
ENT-0154;Cash 82;Magasin d'électroménager, électronique, informatique;9 Rue Ernest Mercadier, 82000 Montauban;"=CONCATENATE(A155,"" "",C155)";44.0370229,1.3686186;82000;MONTAUBAN;;05 63 66 54 19;;;;https://drive.google.com/file/d/1kaJovbJ7xdS5rNF1mdyxk9TH2uFMJfI9/view?usp=share_link
ENT-0155;Darty Montauban ;Magasin d'électroménager, électronique, informatique;Parc Commercial d'Aussonne, 915 Rte du N, 82000 Montauban;"=CONCATENATE(A156,"" "",C156)";44.042496,1.38668;82000;MONTAUBAN;; 0 892 01 10 10;;;https://magasin.darty.com/112-darty-montauban?utm_source=gmb;https://drive.google.com/file/d/1g_89mXg__-X6eUA37_z_AO0Lz0tu28up/view?usp=share_link
ENT-0156;Sport 2000 Moissac;Magasin de sport; 715 Route de la Mégère 82200 Moissac;"=CONCATENATE(A157,"" "",C157)";44.1187252,1.1188091;82200;MOISSAC;;05 63 32 09 34;;asportadatta@orange.fr;https://www.sport2000.fr/magasins/fiche/820612-sport-2000-moissac;https://drive.google.com/file/d/1LcDdZFUQDS7KAdzdRFUzJiIa1p3jS09L/view?usp=sharing
ENT-0157;ROYAL-SPORT;Magasin de sport;1200 Avenue  de Cos 82000 Montauban;"=CONCATENATE(A158,"" "",C158)";44.03758759999999,1.3656884;82000;MONTAUBAN;;05 63 03 85 53;;;https://www.royal-sport.fr/fr/;https://drive.google.com/file/d/1qwBhYknlnVPF_26Y-gjR79Zd7t8f6iSE/view?usp=share_link
ENT-0158;Tennispro Montauban;Magasin de sport;1935 Avenue de Fonneuve 82000 Montauban;"=CONCATENATE(A159,"" "",C159)";44.0376983,1.3719825;82000;MONTAUBAN;;05 63 21 90 79;;;https://www.tennispro.fr/store?name=Montauban&id=19;https://drive.google.com/file/d/1KPswCgrlz4Xfj7Ar6148xettb083RBaB/view?usp=sharing
ENT-0159;Ô Rugby;Magasin de sport;2000 Chemin. de Matras 82000 Montauban;"=CONCATENATE(A160,"" "",C160)";44.0361397,1.3777986;82000;MONTAUBAN;M. Segura;05 63 20 53 06;;montauban@orugby.fr;https://www.o-rugby.com/;https://www.o-rugby.com/img/o-rugby-boutique-logo-1641460651.jpg
ENT-0160;Rrunning Montauban;Magasin de sport;2050 avenue Fonneuve Espace Commercial Matras 82000 Montauban;"=CONCATENATE(A161,"" "",C161)";44.0378203,1.373641;82000;MONTAUBAN;;05 63 66 61 44;;;https://www.rrunning.com/magasin-rrun-running-montauban/;https://drive.google.com/file/d/1mggBDpN7KyI1lLZeRLdTYLPCEmuxDyDn/view?usp=share_link
ENT-0161;Quercy Pêche Moissac;Magasin de sport;4 Boulevard Delthil 82200 Moissac;"=CONCATENATE(A162,"" "",C162)";44.1025565,1.0869246;82200;MOISSAC;;05 63 32 64 25;;;https://www.cylex-locale.fr/entreprises/quercy-peche-moissac-14211667.html;https://drive.google.com/file/d/1jGpcQ38Ff0AZ6FwB7pkV3MW0TlnYQOF-/view?usp=share_link
ENT-0162;Intersport MONTAUBAN Aussonne;Magasin de sport;609 Route du National  82000 Montauban;"=CONCATENATE(A163,"" "",C163)";44.0310432,1.3469247;82000;MONTAUBAN;;"05 32 64 01 10
";;;https://www.intersport.fr/Tarn-et-Garonne-82/Montauban-82000/INTERSPORT-MONTAUBANAUSSONNE/04561_000/;https://drive.google.com/file/d/1IRiXyYMiLNxvDBF_3FGnnK_OkTrnlWGT/view?usp=share_link
ENT-0163;Cycles Feutrier Castelsarrasin;Magasin de sport;736 Chemin de la Chaumiere  82100 Castelsarrasin;"=CONCATENATE(A164,"" "",C164)";44.0625772,1.0999875;82100;CASTELSARRASIN;Mme FEUTRIER Aurélie ;05.63.32.07.42;;castelsarrasin@feutrier.fr;https://www.cycles-feutrier.fr/nos-magasins.php#row_SECTION_RG4GI1EWB2;http://static.apidae-tourisme.com/filestore/objets-touristiques/images/75/133/9930059.png
ENT-0164;Sport 2000 MONTAUBAN;Magasin de sport;745 Avenue de Paris 82000 MONTAUBAN;"=CONCATENATE(A165,"" "",C165)";44.0359689,1.3766942;82000;MONTAUBAN;;;;;https://www.sport2000.fr/;https://drive.google.com/file/d/1LcDdZFUQDS7KAdzdRFUzJiIa1p3jS09L/view?usp=sharing
ENT-0165;Intersport MONTAUBAN;Magasin de sport;80 Avenue du Luxembourg 82000 Montauban;"=CONCATENATE(A166,"" "",C166)";43.9883049,1.3318311;82000;MONTAUBAN;;05 63 91 84 40;;;https://www.intersport.fr/?gclid=Cj0KCQjwsrWZBhC4ARIsAGGUJurBj_zd8P0GV0da7okMdAB8xRz-9ZoDtuwErfr9aHFBjnElytvptW8aAjFIEALw_w;https://drive.google.com/file/d/1IRiXyYMiLNxvDBF_3FGnnK_OkTrnlWGT/view?usp=share_link
ENT-0166;Décathlon MONTAUBAN ;Magasin de sport;Avenue d' Irlande 82000 Montauban;"=CONCATENATE(A167,"" "",C167)";43.9865213,1.3338039;82000;MONTAUBAN;;05 63 91 84 00;;;https://www.decathlon.fr/store-view/magasin-de-sports-montauban-0070012700127;https://drive.google.com/file/d/1i2ccvJW861HiBnxVIpo5FL5jWKO0iXpd/view?usp=sharing
ENT-0167;Intersport CASTELSARRASIN;Magasin de sport;Zone Industrielle de l'Artel Route National 113 82100 Castelsarrasin ;"=CONCATENATE(A168,"" "",C168)";44.0783382,1.0918911;82100;CASTELSARRASIN;M. DELPORTE Sébastien ;05 63 95 14 75;;castelsarrasin@reseau-intersport.fr;https://www.intersport.fr/Tarn-et-Garonne-82/CASTELSARRASIN-82100/INTERSPORT-CASTELSARRASIN/00225_000/;https://www.emploivelo.com/wp-content/uploads/2022/09/intersport-castelsarrasin-2048x1318.jpg
ENT-0168;CCL;Matériaux de construction;1051 Avenue de Cos 82000 Montauban;"=CONCATENATE(A169,"" "",C169)";44.03652659999999,1.3636943;82000;MONTAUBAN;;05 67 05 10 10;;;https://ccl.fr/agence/montauban-electricit%C3%A9;https://tse1.mm.bing.net/th?id=OIP.oCavx5RuuDERmdnB6cffKgHaE1&pid=Api&P=0
ENT-0169;Cemex Béton Sud Ouest;Matériaux de construction;1749 avenue Italie 82000 Montauban;"=CONCATENATE(A170,"" "",C170)";43.9729676,1.3207334;82000;MONTAUBAN;;05 63 20 63 91;;;http://www.cemex.com/;https://www.pagesjaunes.fr/media/agc/crop/100x100/08/45/7d/00/00/69/19/14/ee/80/62c708457d0000691914ee80/62c708457d0000691914ee81.png?v=2
ENT-0170;RURAL MASTER;Matériaux de construction;1950 avenue Europe 82000 Montauban;"=CONCATENATE(A171,"" "",C171)";43.9822089,1.3296492;82000;MONTAUBAN;; 05 63 22 50 30;;;https://www.ruralmaster.fr/montauban/magasins;https://www.pagesjaunes.fr/media/agc/crop/200x200/19/34/67/00/00/42/c2/15/8f/9d/62b3193467000042c2158f9d/62b3193467000042c2158f9f.jpg?v=2
ENT-0171;Chaussan Matériaux ;Matériaux de construction;2 Avenue Pierre Latécoère 82100 Castelsarrasin;"=CONCATENATE(A172,"" "",C172)";44.0578683,1.0970149;82100;CASTELSARRASIN;;05 63 32 32 00;;;;https://static.neopse.com/medias/p/1457/site/5f/d4/82/5fd4828b26bfc99b94283ce84a1e8dec8b4c76b1.PNG?v=v11
ENT-0172;Point P;Matériaux de construction;2 Avenue Pierre Latécoère 82100 Castelsarrasin;"=CONCATENATE(A173,"" "",C173)";44.0578683,1.0970149;82100;CASTELSARRASIN;;05 63 32 32 09;;CASTELSARRASIN@POINTP.FR ;https://www.pointp.fr/infos-agence/castelsarrasin-point-p-3328;https://media.cylex-locale.fr/companies/1033/7461/logo/logo.jpg
ENT-0173;M + Matériaux ;Matériaux de construction;22 Rue des usines 31150 fenouillet ;"=CONCATENATE(A174,"" "",C174)";43.6850075,1.4034999;31150;FENOUILLET;;;;;;https://drive.google.com/file/d/10tdNgHUpmW3QtU1dMutly0ke47yh6C2w/view?usp=share_link
ENT-0174;PUM;Matériaux de construction;249 impasse Tamaris 82000 Montauban;"=CONCATENATE(A175,"" "",C175)";44.0473899,1.3913229;82000;MONTAUBAN;;05 63 63 11 01;;;https://www.mypum.fr/agence/MTBN;https://www.pagesjaunes.fr/media/agc/crop/100x100/85/a8/77/00/00/d1/00/ad/14/94/62cd85a8770000d100ad1494/62cd85a8770000d100ad1495.jpg?v=2
ENT-0175;Frans Bonhomme;Matériaux de construction;251 rue Copenhague 82000 Montauban;"=CONCATENATE(A176,"" "",C176)";43.981666,1.32896;82000;MONTAUBAN;;05 63 02 15 00;;;https://www.fransbonhomme.fr/store-finder/82000-montauban-244;https://www.pagesjaunes.fr/media/agc/crop/100x100/fa/45/91/00/00/7b/a6/87/8b/a7/62c6fa459100007ba6878ba7/62c6fa459100007ba6878ba8.jpg?v=2
ENT-0176;Chausson;Matériaux de construction;430 Avenue de Paris 82000 Montauban ;"=CONCATENATE(A177,"" "",C177)";44.032968,1.3758272;82000;MONTAUBAN;;05 63 03 24 95;;;https://www.chausson.fr/agences/33?utm_source=fiche&utm_medium=GMB;https://static.neopse.com/medias/p/1457/site/5f/d4/82/5fd4828b26bfc99b94283ce84a1e8dec8b4c76b1.PNG?v=v1
ENT-0177;LARIVIERE;Matériaux de construction;459 avenue Grande Bretagne 82000 Montauban;"=CONCATENATE(A178,"" "",C178)";43.98583259999999,1.3291107;82000;MONTAUBAN;;05 63 02 45 50;;;https://www.lariviere.fr/;https://tse2.mm.bing.net/th?id=OIP.OFV3SHGokEHzzAfGvh-D5QHaDD&pid=Api&P=0
ENT-0178;Frans Bonhomme;Matériaux de construction;530 chemins Grezel 82440 REALVILLE;"=CONCATENATE(A179,"" "",C179)";44.141259,1.515302;82440;MONTAUBAN;;05 63 03 87 52;;;"https://www.fransbonhomme
.fr/store-finder/82440-realville
-448";https://www.pagesjaunes.fr/media/agc/crop/100x100/fa/60/b2/00/00/96/37/99/ee/80/62c6fa60b20000963799ee80/62c6fa60b20000963799ee81.jpg?v=2
ENT-0179;Point P;Matériaux de construction;540 Avenue de Paris 82000 Montauban;"=CONCATENATE(A180,"" "",C180)";44.0337365,1.376845;82100;MONTAUBAN;Mme. Sophie Legrand ;05 63 22 16 16;;;"
www.pointp.fr ";https://media.cylex-locale.fr/companies/1033/7461/logo/logo.jpg
ENT-0180;Chausson Matériaux;Matériaux de construction;70 route Montauban 82370 Labastide Saint Pierre;"=CONCATENATE(A181,"" "",C181)";43.9295172,1.3619576;82370;LABASTIDE ST PIERRE;;05 63 30 51 57;;;http://www.chausson-materiaux.fr/;https://www.pagesjaunes.fr/media/agc/crop/100x100/30/24/77/00/00/d1/00/ab/89/ee/62bc3024770000d100ab89ee/62bc3025770000d100ab89ef.jpg?v=2
ENT-0181;BigMat Camozzi Matériaux;Matériaux de construction;711 avenue Nègrepelisse 82000 Montauban;"=CONCATENATE(A182,"" "",C182)";44.03280609999999,1.3800116;82000;MONTAUBAN;;05 63 91 60 60;;;http://www.montauban.bigmat.fr/;https://www.pagesjaunes.fr/media/agc/crop/100x100/5a/53/77/00/00/d1/00/ab/f6/1b/62bc5a53770000d100abf61b/62bc5a53770000d100abf61c.jpg?v=2
ENT-0182;Eco-Logic Materiaux;Matériaux de construction;75 impasse Monaco 82000 Montauban;"=CONCATENATE(A183,"" "",C183)";43.9914216,1.3349097;82000;MONTAUBAN;;05 63 67 38 16;;;http://www.tradi-face.com/;https://www.pagesjaunes.fr/media/agc/crop/100x100/13/1f/6c/00/00/e2/43/21/99/c7/6286131f6c0000e2432199c7/6286131f6c0000e2432199c8.png?v=2
ENT-0183;Briqueterie Marengo Frères;Matériaux de construction;752 route Albefeuille Lagarde 82000 Montauban;"=CONCATENATE(A184,"" "",C184)";44.0229882,1.3188251;82000;MONTAUBAN;;05 63 66 46 47;;;;https://www.pagesjaunes.fr/media/agc/crop/200x200/ca/64/80/00/00/d8/8f/cc/b8/02/61e6ca64800000d88fccb802/61e6ca64800000d88fccb803.jpg?v=2
ENT-0184;Brico leclerc ;Matériaux de construction;771 Rue de la 1ère Armée 82000 Montauban;"=CONCATENATE(A185,"" "",C185)";44.0030315,1.3538188;82000;MONTAUBAN;;05 63 63 11 13;;;"
http://www.e-leclerc.com/sapiac/magasins-specialises/brico/info-brico ";https://media.cylex-locale.fr/companies/1299/2438/logo/logo.jpg
ENT-0185;Chausson Matériaux;Matériaux de construction;824 avenue Auch 82700 Montech;"=CONCATENATE(A186,"" "",C186)";43.9556427,1.2175114;82700;MONTECH;;05 63 02 81 09;;;http://www.chausson-materiaux.fr/;https://www.pagesjaunes.fr/media/agc/crop/100x100/30/2e/7d/00/00/69/19/13/cb/10/62bc302e7d0000691913cb10/62bc302e7d0000691913cb11.jpg?v=2
ENT-0186;M+ Matériaux;Matériaux de construction;avenue Europe 82000 Montauban;"=CONCATENATE(A187,"" "",C187)";43.986894,1.3305936;82000;MONTAUBAN;;05 63 63 00 69;;;http://www.mplus-materiaux.fr/;https://drive.google.com/file/d/10tdNgHUpmW3QtU1dMutly0ke47yh6C2w/view?usp=share_link
ENT-0187;Celestin Materiaux;Matériaux de construction;avenue Paris 82000 MONTAUBAN;"=CONCATENATE(A188,"" "",C188)";44.0332817,1.375218;82000;MONTAUBAN;;05 63 21 86 95;;;;https://www.celestin-materiaux.fr/wp-content/uploads/2018/03/Celestin-Pantone.png
ENT-0188;Weldom;Matériaux de construction;Route de la Mégère Zone De Luc Secteur Est 82200 Moissac;"=CONCATENATE(A189,"" "",C189)";44.1218985,1.1394728;82200;MOISSAC;;05 63 29 64 10;;moissac@weldom.fr;https://www.weldom.fr/magasin/81;https://www.socorec.fr/wp-content/uploads/2019/10/Weldom-logo-270x160.png
ENT-0189;Chausson Matériaux;Matériaux de construction;Rue de Bordevieille 82500 Beaumont-de-Lomagne;"=CONCATENATE(A190,"" "",C190)";43.8902322,1.0065526;82500;BEAUMONT DE LOMAGNE;;05 63 65 22 45;;;https://www.chausson.fr/agences/477?utm_source=fiche&utm_medium=GMB;https://static.neopse.com/medias/p/1457/site/5f/d4/82/5fd4828b26bfc99b94283ce84a1e8dec8b4c76b1.PNG?v=v1
ENT-0190;Brico Pro;Matériaux de construction;Zone Indistruelle  DU BARRAOUET  82100 Castelsarrasin;"=CONCATENATE(A191,"" "",C191)";44.039889,1.107132;82100;CASTELSARRASIN;;05 63 32 72 72;;;http://www.groupecomai.fr/;https://lh5.googleusercontent.com/p/AF1QipOSzXedalHaY4MRHQE6nwfK-DYKXqeq9pU1P8zI=w578-h240-k-no
ENT-0191;Jennyfer;Prêt-à-porter, vêtements et chaussures;1000 Route du Nord, Cellule N° 3, 82000 Montauban;"=CONCATENATE(A192,"" "",C192)";44.04296249999999,1.3886079;82000;MONTAUBAN;;05 63 63 41 97;;;https://www.sport2000.fr/magasins/fiche/828220-was-we-are-select-montauban;https://drive.google.com/file/d/1ApT9gBgruyys9tbqCTBzJ4CKLMPwo-R6/view?usp=sharing
ENT-0192;Annie Paule Boutique;Prêt-à-porter, vêtements et chaussures;13 Place des Récollets 82200 Moissac;"=CONCATENATE(A193,"" "",C193)";44.1035781,1.084903;82200;MOISSAC;;563040443;;info.anniepaule@yahoo.fr;https://www.anniepaule.fr/;https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRU6MxXTwXk-Yok5kzv0UbrmFfxo4c1nlq4HPEziW1eLg&s
ENT-0193;Le Dressing ;Prêt-à-porter, vêtements et chaussures;13 Rue Malaveille 82200 Moissac;"=CONCATENATE(A194,"" "",C194)";44.1042948,1.0856705;82200;MOISSAC;Mm.CLARMONT;05 63 04 16 97;;ledressing82@orange.fr;https://www.moissac.fr/commerces/le-dressing/;https://drive.google.com/file/d/10epiQyqJTpkAuDL2OlhNlKfHJFY4agsY/view?usp=share_link
ENT-0194;Mille Et Une Nuit ;Prêt-à-porter, vêtements et chaussures;17 Rue de la République 82200 Moissac;"=CONCATENATE(A195,"" "",C195)";44.1040972,1.0849779;82200;MOISSAC;Mm.BEA;05 63 04 26 20;06 86 11 35 44;1001-nuits82@wanadoo.fr;https://milletunenuits.com/;https://drive.google.com/file/d/1ElnASydD-AUhbcLlJYm49L_Da351GyYS/view?usp=sharing
ENT-0195;Chic à La Mode ;Prêt-à-porter, vêtements et chaussures;23 boulevard Léon Cladel 82200 Moissac;"=CONCATENATE(A196,"" "",C196)";44.1066171,1.0854646;82200;MOISSAC;;07  81 60 51 32;;;https://firmania.fr/moissac/chic-a-la-mode-1495316;https://media.cylex-locale.fr/companies/1285/9405/logo/logo.jpg
ENT-0196;La Traversée De Moissac ;Prêt-à-porter, vêtements et chaussures;3 Rue de la République 82200 Moissac;"=CONCATENATE(A197,"" "",C197)";44.1045441,1.0848282;82200;MOISSAC;Mm.VIOLLE;05 63 29 23 26;;latraverseedemoissac@orange.fr;https://www.latraverseedemoissac.fr/;https://www.fidelpass.com/data_fidelpass/Minisite/61e58acd3ba51.jpg
ENT-0197;BIS;Prêt-à-porter, vêtements et chaussures;3 Rue Malaveille  82200 Moissac;"=CONCATENATE(A198,"" "",C198)";44.1040864,1.0847313;82200;MOISSAC;; 05 63 04 26 20;;;https://www.passtime.eu/offers/18691-3-bis-pret-a-porter-pour-hommes-1676b3f8-77d9-4979-a647-4416b625b19c;https://drive.google.com/file/d/1iu73pu-r34zjij5nDd_FZ_4CKgK-jGEf/view?usp=share_link
ENT-0198;Galeries Lafayette;Prêt-à-porter, vêtements et chaussures;37-39 Rue Bessières, 82000 Montauban;"=CONCATENATE(A199,"" "",C199)";44.0171858,1.3560385;82000;MONTAUBAN;;05 63 92 65 65;;;https://www.galerieslafayette.com/m/magasin-montauban?utm_campaign=montauban&utm_medium=gmb&utm_source=google;https://images.ctfassets.net/y6oq7udscnj8/6IYR0nVosvbtWqZAF4nKCP/8ca1086b61f5af7b6f723f1dc634d457/Mailjet-Case-Study-Galeries-Lafayette.png
ENT-0199;Deci Delà;Prêt-à-porter, vêtements et chaussures;41 Rue Malaveille 82200 Moissac;"=CONCATENATE(A200,"" "",C200)";44.1041038,1.0869514;82200;MOISSAC;; 06 10 69 06 21;;;;https://drive.google.com/file/d/1LEWc5yo2SXly3NYGh1zd_29mvEHeHTav/view?usp=sharing
ENT-0200;Courir;Prêt-à-porter, vêtements et chaussures;445 Route du N 82000 Montauban;"=CONCATENATE(A201,"" "",C201)";44.0388289,1.3815385;82000;MONTAUBAN;;05 63 30 17 35;;;http://www.courir.com/;https://i2.wp.com/www.grapheine.com/wp-content/uploads/2010/03/courir_niou.jpg?fit=522%2C294&quality=90&strip=all&ssl=1
ENT-0201;G - Star;Prêt-à-porter, vêtements et chaussures;445 Route du nord, 82000 Montauban;"=CONCATENATE(A202,"" "",C202)";44.0388289,1.3815385;82000;MONTAUBAN;; 05 63 63 36 57;;;;https://drive.google.com/file/d/1DXbmW4ydbTu-mtXyCsVMRibPPZuXy2Nz/view?usp=share_link
ENT-0202;Pole Sud;Prêt-à-porter, vêtements et chaussures;63 Rue de la Révolution 82100 Castelsarrasin;"=CONCATENATE(A203,"" "",C203)";44.0389466,1.106958;82100;CASTELSARRASIN;HURTEVENT;05 63 32 17 52;06 74 77 23 98;polesud82@orange.fr;https://www.boutique-polesud.com/;https://drive.google.com/file/d/1WZPhvYi7ZaRFvJFgK73Z5rOXIJ7GiLIN/view?usp=share_link
ENT-0203;WAS We Are Select Montauban;Prêt-à-porter, vêtements et chaussures;745 Avenue de Paris 82000 Montauban;"=CONCATENATE(A204,"" "",C204)";44.0359689,1.3766942;82000;MONTAUBAN;;05 63 03 01 25;;;https://www.sport2000.fr/magasins/fiche/828220-was-we-are-select-montauban;https://drive.google.com/file/d/16gp0nGQBCVP8ySRrO8KqJmrI8Qd6EaI9/view?usp=share_link
ENT-0204;H&M;Prêt-à-porter, vêtements et chaussures;777 Avenu. Jean Moulin, 82000 Montauban;"=CONCATENATE(A205,"" "",C205)";44.031217,1.3701123;82000;MONTAUBAN;;0 805 08 88 88;;;https://www2.hm.com/fr_fr/index.html?utm_source=google_location&utm_medium=organic&utm_campaign=FR0159;https://drive.google.com/file/d/1-Fs7FyfvhULhyLMjH886v1RC7PF6jer7/view?usp=share_link
ENT-0205;Blue Box;Prêt-à-porter, vêtements et chaussures;910 Avenu. Henry Dunant, 82000 Montauban;"=CONCATENATE(A206,"" "",C206)";44.00109,1.354617;82000;MONTAUBAN;;05 63 63 00 24;;;https://www.blue-box.fr/;https://drive.google.com/file/d/1PvPTmTb-fSlOUhvcuJhGN6ASBRIljdZ6/view?usp=share_link
ENT-0206;La Halle;Prêt-à-porter, vêtements et chaussures;948 Route de Moissac 82100 Castelsarrasin;"=CONCATENATE(A207,"" "",C207)";44.060784,1.0984045;82100;CASTELSARRASIN;NARD; 05 63 04 31 99;;;https://www.lahalle.com/magasins-tarn-et-garonne-82-castelsarrasin-154.html;https://www.pagesjaunes.fr/media/vignette/AAABTEGJMR0F-V73157.gif
ENT-0207;Mango;Prêt-à-porter, vêtements et chaussures;es portes de Montauban, 1000 Route du Nord, 82000 Montauban;"=CONCATENATE(A208,"" "",C208)";44.04296249999999,1.3886079;82000;MONTAUBAN;Mme LALLEMENT;05 63 20 40 32;;;hop.mango.com/fr?utm_source=google&utm_medium=organic&utm_campaign=googlemaps;https://drive.google.com/file/d/1FH-t2HC2DHEEw4q5Dbn2Tu_q8KzPoT8M/view?usp=sharing
ENT-0208;Cache Cache;Prêt-à-porter, vêtements et chaussures;Lieu dit Artel Est 82100 Castelsarrasin;"=CONCATENATE(A209,"" "",C209)";44.06776,1.09645;82100;CASTELSARRASIN;MOULIS; 05 63 05 17 01;;;https://www.cache-cache.fr/?utm_source=gmb;https://ac-franchise.com/wp-content/uploads/2017/07/logo-franchise-cache-cache.jpg
ENT-0209;Black Store;Prêt-à-porter, vêtements et chaussures;Parc Commercial Aussonne, 799 Route du nord, 82000 Montauban;"=CONCATENATE(A210,"" "",C210)";44.0426373,1.384762;82000;MONTAUBAN;;05 63 21 99 05;;;https://www.blackstore.fr/;https://cdn.radiofrance.fr/s3/cruiser-production/2020/06/c1218dce-a4d9-495b-9fb1-020f57a0acd2/870x489_100594769_102907014776212_211243783155613696_n.jpg
ENT-0210;BLACKSTORE ;Prêt-à-porter, vêtements et chaussures;Route de Moissac 82100 Castelsarrasin;"=CONCATENATE(A211,"" "",C211)";44.0613185,1.0979271;82100;CASTELSARRASIN;Mr, LOPEZ RODRIGUEZ; 05 32 64 00 05;06 20 97 44 23;;https://www.blackstore.fr/;https://cdn.radiofrance.fr/s3/cruiser-production/2020/06/c1218dce-a4d9-495b-9fb1-020f57a0acd2/870x489_100594769_102907014776212_211243783155613696_n.jpg
ENT-0211;Gemo;Prêt-à-porter, vêtements et chaussures;Route de Moissac 82100 Castelsarrasin;"=CONCATENATE(A212,"" "",C212)";44.0613185,1.0979271;82100;CASTELSARRASIN;SIRE; 05 63 39 03 26;;;https://www.gemo.fr/magasin/GEMO_CASTELSARRASIN_chaussures_et_vetements/GEMO_4042;https://drive.google.com/file/d/1phsxtC2h4FLpg0pGjfG08p6hFgjtunqo/view?usp=share_link
ENT-0212;Magasin DistriCenter Castelsarrasin;Prêt-à-porter, vêtements et chaussures;Route Nationale 113 82100 Castelsarrasin;"=CONCATENATE(A213,"" "",C213)";44.0783382,1.0918911;82100;CASTELSARRASIN;;05 63 95 12 54;;;https://www.districenter.fr/;https://www.districenter.fr/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/d/i/districenter-fp_1.jpg
ENT-0213;Degriffstock Montauban Vêtements;Prêt-à-porter, vêtements et chaussures;1189 Av. Henry Dunant, 82000 Montauban;"=CONCATENATE(A214,"" "",C214)";43.998835,1.352857;82000;MONTAUBAN;;05 63 64 03 92;;montauban@degriffstock.fr;https://magasin.degriffstock.com/17-degriffstock-montauban-vetements;https://magasin.degriffstock.com/build/assets/images/client/logo-degriffstock.svg
